,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,head box_x1,head box_y1,head box_x2,head box_y2,Category
235,072821635.jpg,-1,-1,-1,-1,1217,630,1087,620,-1,-1,-1,-1,1152,625,1174,423,-1,-1,-1,-1,1275,681,1269,570,1267,428,1081,418,1070,546,1065,668,1137,255,1218,367,sports
236,032078006.jpg,342,389,335,314,304,245,310,245,-1,-1,292,354,-1,-1,325,168,-1,-1,-1,-1,265,259,282,215,305,163,345,172,366,196,391,197,329,118,365,161,sports
237,018651851.jpg,183,414,162,331,158,266,222,287,236,322,261,409,-1,-1,-1,-1,-1,-1,-1,-1,205,398,207,329,212,274,269,228,-1,-1,-1,-1,234,234,284,287,sports
238,004077514.jpg,175,259,96,174,136,187,180,196,174,323,188,412,158,192,154,101,-1,-1,-1,-1,59,192,65,144,110,94,192,104,219,153,248,191,142,26,197,100,sports
239,022649578.jpg,277,388,264,294,264,204,315,203,301,296,310,388,290,204,286,114,-1,-1,-1,-1,245,197,253,163,257,120,315,108,336,153,339,194,267,43,304,100,sports
268,084922341.jpg,899,895,942,725,923,525,923,525,1004,734,1018,910,-1,-1,-1,-1,-1,-1,-1,-1,1115,433,978,416,909,319,951,288,-1,-1,-1,-1,861,149,969,286,dancing
269,084922341.jpg,1093,894,1052,709,1078,501,1061,501,1002,700,1035,921,1070,501,1067,305,-1,-1,-1,-1,-1,-1,-1,-1,1098,299,1036,311,897,369,855,345,1008,129,1125,288,dancing
270,065761289.jpg,828,813,841,664,856,483,954,485,942,679,930,854,905,484,903,295,-1,-1,-1,-1,647,347,760,340,837,296,969,294,1001,381,1006,434,843,151,935,265,dancing
271,065761289.jpg,1086,858,1119,745,1121,614,1196,623,1169,777,1173,890,1159,619,1177,479,-1,-1,-1,-1,1026,470,1086,493,1131,467,1223,490,1234,537,1260,515,1149,369,1229,455,dancing
272,056830860.jpg,965,821,931,675,979,473,1063,471,1073,653,1116,829,1021,472,1011,280,-1,-1,-1,-1,919,413,960,388,964,285,1058,275,1046,397,908,402,927,139,1027,241,dancing
273,056830860.jpg,813,855,809,741,809,598,869,600,866,739,858,870,839,599,-1,-1,-1,-1,-1,-1,856,401,839,471,782,453,861,428,885,437,891,407,776,341,851,422,dancing
274,009367477.jpg,1582,721,1596,591,1600,479,1658,478,1644,606,1633,722,1629,479,1640,348,-1,-1,-1,-1,-1,-1,1537,414,1592,353,1688,343,1731,385,1826,429,1590,239,1673,337,dancing
275,009367477.jpg,-1,-1,-1,-1,1450,483,1394,481,1411,631,1416,736,1422,482,1435,359,-1,-1,-1,-1,-1,-1,1481,436,1465,370,1404,348,1353,284,1310,216,1402,255,1469,341,dancing
276,009367477.jpg,846,622,832,540,840,446,882,444,882,534,886,629,861,445,860,347,-1,-1,-1,-1,816,379,813,413,833,360,887,333,931,315,979,281,818,280,884,337,dancing
277,009367477.jpg,699,621,728,544,682,471,619,470,629,561,606,627,651,471,678,375,-1,-1,-1,-1,803,401,757,423,712,383,644,366,587,360,543,339,671,300,720,359,dancing
278,009367477.jpg,456,580,456,520,454,452,480,448,485,518,490,582,467,450,465,373,-1,-1,-1,-1,421,378,432,391,441,375,488,371,524,383,561,392,435,322,486,371,dancing
279,009367477.jpg,372,583,365,531,352,458,321,457,323,534,318,584,337,458,341,396,-1,-1,-1,-1,415,378,398,409,360,400,322,391,296,375,276,341,327,351,365,388,dancing
280,036771580.jpg,-1,-1,-1,-1,191,467,249,465,215,583,233,708,220,466,206,330,-1,-1,-1,-1,-1,-1,-1,-1,157,332,254,327,298,393,-1,-1,149,233,233,318,dancing
281,036771580.jpg,582,761,520,644,526,457,595,452,579,636,648,751,561,455,545,295,-1,-1,-1,-1,343,401,430,363,509,300,580,289,570,343,555,399,488,173,590,278,dancing
282,036771580.jpg,1445,736,1362,609,1333,479,1384,478,1387,605,1412,745,1359,479,1351,300,-1,-1,-1,-1,-1,-1,-1,-1,1306,298,1396,301,1405,397,1399,492,1300,159,1392,267,dancing
283,036771580.jpg,1616,664,1596,566,1553,445,1619,437,1610,572,1608,660,1586,441,1574,344,-1,-1,-1,-1,-1,-1,-1,-1,1532,345,1615,342,1657,372,-1,-1,1535,265,1604,347,dancing
284,026520237.jpg,438,330,455,285,426,225,386,227,381,287,373,337,406,226,395,162,-1,-1,-1,-1,-1,-1,451,200,422,161,368,162,349,197,361,222,381,116,415,151,dancing
285,026520237.jpg,325,291,331,243,316,185,283,188,286,245,290,297,300,187,295,133,-1,-1,-1,-1,317,80,320,107,317,131,273,134,261,134,265,97,279,95,306,125,dancing
286,024398964.jpg,301,340,300,290,298,226,265,233,277,290,288,336,282,230,277,166,-1,-1,-1,-1,-1,-1,300,163,296,165,258,167,246,164,-1,-1,261,118,286,153,dancing
287,024398964.jpg,330,322,345,277,336,232,370,228,368,274,350,321,353,230,353,160,-1,-1,-1,-1,-1,-1,-1,-1,321,163,384,156,412,187,379,200,334,115,369,155,dancing
288,097301055.jpg,697,269,631,265,581,260,591,260,627,316,592,361,-1,-1,-1,-1,-1,-1,-1,-1,685,213,648,211,603,202,602,198,-1,-1,679,222,585,147,623,191,dancing
289,097301055.jpg,166,345,180,294,192,230,156,228,139,271,123,311,174,229,175,162,-1,-1,-1,-1,231,174,222,180,197,159,152,164,112,192,88,191,146,111,185,147,dancing
290,039309772.jpg,-1,-1,280,366,302,271,256,271,237,360,291,408,279,271,270,191,-1,-1,-1,-1,-1,-1,335,219,303,193,237,188,-1,-1,-1,-1,258,128,299,174,dancing
291,039309772.jpg,-1,-1,356,370,343,282,377,273,369,361,423,414,360,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,335,191,385,194,374,211,327,191,325,140,378,191,dancing
292,079481130.jpg,-1,-1,442,305,448,246,460,251,455,302,443,393,454,249,-1,-1,-1,-1,-1,-1,480,189,452,188,436,176,427,158,-1,-1,-1,-1,393,128,434,165,dancing
293,079481130.jpg,511,395,487,305,479,231,509,235,501,315,517,390,-1,-1,515,139,-1,-1,-1,-1,442,113,466,116,495,122,534,156,524,184,498,180,497,80,535,127,dancing
294,079481130.jpg,-1,-1,-1,-1,134,341,118,343,107,418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,250,160,257,134,251,99,235,159,205,203,248,dancing
295,079481130.jpg,-1,-1,89,401,91,330,52,331,61,419,106,474,72,331,49,231,-1,-1,-1,-1,-1,-1,-1,-1,81,228,16,234,-1,-1,90,232,24,168,61,216,dancing
296,050263709.jpg,-1,-1,-1,-1,443,441,503,445,-1,-1,486,681,-1,-1,492,297,-1,-1,-1,-1,-1,-1,434,389,452,283,531,310,514,406,530,416,460,179,525,258,dancing
297,050263709.jpg,597,667,612,567,623,406,706,402,718,570,724,666,665,404,664,229,-1,-1,-1,-1,-1,-1,558,323,596,234,731,224,818,281,871,263,627,100,687,201,dancing
298,057690388.jpg,750,647,767,504,759,331,883,332,879,505,854,652,821,332,817,218,-1,-1,-1,-1,674,443,699,339,728,222,905,213,920,316,896,413,747,116,847,231,conditioning exercise
299,049251769.jpg,158,568,137,290,426,269,460,400,38,468,-1,-1,443,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,849,233,897,333,1075,508,1024,379,948,210,1118,408,conditioning exercise
300,019524299.jpg,-1,-1,487,141,617,266,612,341,455,196,403,406,615,304,-1,-1,-1,-1,-1,-1,-1,-1,862,221,843,248,868,296,956,366,961,303,897,190,1022,308,conditioning exercise
301,072245212.jpg,875,615,879,515,958,456,1001,462,940,549,979,665,980,459,1002,332,-1,-1,-1,-1,-1,-1,-1,-1,957,327,1047,336,1048,403,1045,447,956,236,1042,316,conditioning exercise
302,072245212.jpg,479,670,465,503,344,405,397,403,488,470,498,622,371,404,-1,-1,-1,-1,-1,-1,412,426,349,356,363,251,402,246,-1,-1,-1,-1,349,121,436,223,conditioning exercise
303,028077236.jpg,-1,-1,461,667,304,527,455,506,614,629,-1,-1,380,517,371,279,-1,-1,-1,-1,205,274,245,300,306,288,435,270,531,266,655,223,305,119,406,248,conditioning exercise
304,028077236.jpg,-1,-1,-1,-1,965,673,785,712,-1,-1,-1,-1,875,693,-1,-1,-1,-1,-1,-1,1023,547,990,551,940,396,801,439,739,596,581,710,770,174,939,349,conditioning exercise
305,028077236.jpg,-1,-1,-1,-1,1011,326,1077,323,-1,-1,-1,-1,-1,-1,1058,172,-1,-1,-1,-1,1081,140,1048,209,1023,168,1093,176,1150,227,1137,159,1049,90,1119,162,conditioning exercise
306,002431597.jpg,-1,-1,333,612,113,547,280,530,434,571,-1,-1,-1,-1,250,353,-1,-1,-1,-1,289,548,166,521,189,362,310,344,-1,-1,366,508,217,214,318,322,conditioning exercise
307,002431597.jpg,-1,-1,-1,-1,1047,592,1161,611,956,714,-1,-1,1104,602,1113,377,-1,-1,-1,-1,972,488,-1,-1,1057,368,1169,386,1191,530,1101,620,1049,223,1158,342,conditioning exercise
308,094045858.jpg,-1,-1,-1,-1,893,409,747,438,570,489,553,668,820,424,793,209,-1,-1,-1,-1,947,410,930,332,857,207,728,211,671,318,532,358,730,77,826,188,conditioning exercise
309,038509773.jpg,826,200,681,259,646,470,618,434,648,266,814,199,623,442,-1,-1,-1,-1,-1,-1,563,607,516,570,456,543,435,462,-1,-1,-1,-1,268,440,401,571,conditioning exercise
310,085113667.jpg,901,546,860,337,712,561,681,501,813,323,854,524,697,531,-1,-1,-1,-1,-1,-1,682,529,643,605,487,573,452,519,-1,-1,-1,-1,273,478,422,603,conditioning exercise
311,031692201.jpg,903,176,698,223,659,446,661,407,698,204,-1,-1,-1,-1,462,395,-1,-1,-1,-1,-1,-1,330,455,451,434,472,356,437,309,-1,-1,319,344,442,439,conditioning exercise
312,016949275.jpg,-1,-1,1264,163,935,429,912,355,1249,137,-1,-1,924,392,524,462,-1,-1,-1,-1,1051,579,809,576,510,510,538,414,-1,-1,-1,-1,253,386,449,539,conditioning exercise
313,055680126.jpg,-1,-1,-1,-1,130,441,120,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,546,410,550,459,208,543,-1,-1,696,239,961,447,conditioning exercise
314,093615477.jpg,475,588,511,399,666,375,740,411,555,456,503,637,703,393,718,223,-1,-1,-1,-1,568,361,650,327,660,216,775,229,753,384,634,422,656,73,739,200,conditioning exercise
315,069602980.jpg,458,545,509,406,655,389,726,433,566,467,-1,-1,691,411,722,233,-1,-1,-1,-1,-1,-1,-1,-1,671,218,773,248,783,391,779,511,664,71,743,197,conditioning exercise
316,057006117.jpg,-1,-1,487,398,652,398,754,424,558,384,461,580,-1,-1,-1,-1,-1,-1,-1,-1,531,48,563,149,653,177,773,220,824,370,833,489,660,81,744,190,conditioning exercise
317,061500723.jpg,432,269,408,220,383,107,397,149,460,243,518,345,-1,-1,-1,-1,-1,-1,-1,-1,173,347,-1,-1,237,240,271,272,244,357,209,432,190,228,257,300,conditioning exercise
318,099005385.jpg,-1,-1,-1,-1,331,203,359,217,462,294,584,327,-1,-1,-1,-1,-1,-1,-1,-1,119,350,-1,-1,166,183,186,194,166,321,147,427,92,76,180,178,conditioning exercise
319,014008402.jpg,58,380,186,316,307,233,341,286,265,403,191,371,324,260,411,188,-1,-1,-1,-1,415,12,403,80,386,162,435,213,-1,-1,467,280,397,113,453,192,conditioning exercise
320,051832965.jpg,78,401,165,336,243,277,315,272,415,294,549,320,279,275,287,134,-1,-1,-1,-1,-1,-1,198,62,245,135,328,132,396,80,-1,-1,266,41,329,127,conditioning exercise
321,087737307.jpg,28,398,134,325,214,259,276,267,393,284,511,304,245,263,-1,-1,-1,-1,-1,-1,505,207,435,208,350,159,347,166,438,181,506,165,334,84,408,167,conditioning exercise
326,029359184.jpg,-1,-1,-1,-1,1198,820,1180,871,-1,-1,-1,-1,-1,-1,1157,398,-1,-1,-1,-1,-1,-1,-1,-1,1149,350,1164,446,1130,711,956,947,976,159,1190,361,sports
327,080936116.jpg,437,588,444,543,420,511,399,505,392,536,378,579,410,508,430,458,-1,-1,-1,-1,449,519,457,497,447,464,412,451,383,473,391,503,418,417,448,451,sports
328,080936116.jpg,513,487,512,454,510,414,488,416,480,449,477,491,499,415,486,379,-1,-1,-1,-1,-1,-1,521,392,499,378,472,380,462,409,-1,-1,471,335,497,374,sports
329,080936116.jpg,668,484,662,445,661,407,638,408,628,444,628,486,650,408,643,368,-1,-1,-1,-1,-1,-1,666,391,660,367,626,368,620,391,-1,-1,629,330,649,355,sports
330,080936116.jpg,841,633,830,591,840,554,808,552,785,584,783,631,824,553,810,504,-1,-1,-1,-1,-1,-1,-1,-1,830,505,789,503,804,529,795,552,788,460,822,501,sports
331,080936116.jpg,873,483,864,449,865,410,842,413,845,450,846,488,854,412,847,373,-1,-1,-1,-1,-1,-1,874,394,861,370,832,376,833,403,-1,-1,834,340,857,365,sports
332,080936116.jpg,992,564,991,513,1010,468,997,475,971,515,971,571,1004,472,990,421,-1,-1,-1,-1,-1,-1,-1,-1,1001,415,978,427,963,451,941,453,971,379,996,406,sports
333,080936116.jpg,1131,464,1108,442,1113,410,1123,408,1117,441,1114,476,1118,409,1126,371,-1,-1,-1,-1,1104,403,1110,389,1117,369,1135,372,1139,397,1135,416,1116,339,1135,362,sports
334,081011339.jpg,492,539,506,504,515,457,494,450,505,503,507,529,505,454,510,415,-1,-1,-1,-1,521,464,526,450,524,420,496,410,487,437,-1,-1,499,377,527,408,sports
335,081011339.jpg,950,547,948,511,-1,-1,-1,-1,916,513,912,556,-1,-1,930,443,-1,-1,-1,-1,-1,-1,-1,-1,943,441,917,445,916,471,917,493,909,414,935,444,sports
336,081011339.jpg,1173,689,1171,636,1194,587,1168,582,1153,634,1130,670,1181,585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1196,520,1159,529,1134,517,1125,491,1156,474,1195,521,sports
337,081011339.jpg,830,436,817,401,822,365,810,368,802,407,809,441,816,367,807,335,-1,-1,-1,-1,-1,-1,824,350,817,332,797,338,798,359,792,376,792,308,813,329,sports
338,086707232.jpg,276,557,282,526,291,482,317,483,320,525,323,565,304,483,305,433,-1,-1,-1,-1,287,487,283,462,287,435,323,431,337,457,317,464,282,384,309,421,sports
339,086707232.jpg,667,588,685,539,681,494,680,493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,493,675,464,684,436,675,436,667,456,649,481,671,396,700,426,sports
340,086707232.jpg,-1,-1,988,543,1001,494,1023,498,1016,548,-1,-1,1012,496,1017,442,-1,-1,-1,-1,964,479,986,466,998,439,1036,444,1031,482,991,477,1003,403,1031,429,sports
341,086707232.jpg,-1,-1,-1,-1,1025,439,1047,439,1047,477,1059,521,-1,-1,1035,388,-1,-1,-1,-1,-1,-1,-1,-1,1020,386,1049,389,1048,422,-1,-1,1022,353,1044,377,sports
342,086707232.jpg,860,431,-1,-1,847,375,857,374,849,404,844,436,852,375,854,340,-1,-1,-1,-1,-1,-1,-1,-1,847,337,861,342,866,361,865,384,842,310,860,331,sports
343,086707232.jpg,811,430,827,404,826,374,838,374,839,402,833,429,-1,-1,-1,-1,-1,-1,-1,-1,843,364,824,354,824,337,842,335,-1,-1,-1,-1,821,309,842,326,sports
344,091324055.jpg,732,640,733,602,744,537,706,549,666,592,663,651,725,543,712,487,-1,-1,-1,-1,772,539,765,515,732,488,691,485,664,521,634,540,691,447,729,477,sports
345,091324055.jpg,453,616,448,566,418,535,380,529,353,555,340,608,399,532,398,475,-1,-1,-1,-1,-1,-1,431,514,422,474,374,476,374,516,-1,-1,382,425,413,462,sports
346,091324055.jpg,967,582,955,534,971,500,952,499,909,537,934,585,-1,-1,-1,-1,-1,-1,-1,-1,935,496,-1,-1,946,442,921,449,929,473,911,500,912,406,947,440,sports
347,091324055.jpg,501,465,489,428,485,389,465,388,451,422,447,460,475,389,474,346,-1,-1,-1,-1,-1,-1,496,374,490,346,458,346,447,373,457,370,464,316,488,339,sports
348,091324055.jpg,562,440,543,398,544,372,524,375,515,398,526,438,534,374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,532,326,510,333,515,352,-1,-1,506,294,532,321,sports
349,091324055.jpg,599,445,604,407,614,365,628,364,637,409,635,444,621,365,624,318,-1,-1,-1,-1,-1,-1,592,343,610,322,637,313,658,316,657,302,601,288,638,318,sports
350,091324055.jpg,-1,-1,-1,-1,981,393,987,397,966,428,984,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,998,349,986,352,977,377,956,383,978,317,1003,344,sports
351,091324055.jpg,883,475,895,440,917,413,930,413,-1,-1,-1,-1,924,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,918,358,913,363,917,390,915,419,901,322,929,353,sports
352,051134240.jpg,800,527,790,480,799,436,775,436,750,481,751,525,787,436,797,373,-1,-1,-1,-1,822,329,820,353,811,373,782,372,754,353,736,324,778,334,814,369,sports
353,051134240.jpg,928,475,912,437,906,397,884,397,866,434,864,473,895,397,897,351,-1,-1,-1,-1,-1,-1,919,373,912,350,881,351,888,375,874,383,881,306,908,344,sports
354,051134240.jpg,530,539,504,503,472,471,440,465,433,487,426,524,456,468,456,407,-1,-1,-1,-1,513,474,488,445,477,404,435,410,433,444,-1,-1,449,371,482,406,sports
355,051134240.jpg,531,434,528,395,521,353,500,352,490,395,496,430,511,353,508,305,-1,-1,-1,-1,535,349,531,331,525,304,491,305,485,331,482,353,496,273,519,294,sports
356,051134240.jpg,708,430,694,395,701,350,682,353,674,392,675,430,692,352,681,305,-1,-1,-1,-1,-1,-1,712,326,697,304,665,306,671,339,668,358,666,271,688,299,sports
357,051134240.jpg,771,412,738,389,743,359,727,357,705,387,705,423,735,358,739,315,-1,-1,-1,-1,-1,-1,-1,-1,751,311,727,318,726,345,714,362,719,279,744,301,sports
358,050151629.jpg,-1,-1,714,1071,736,906,724,697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,863,773,811,981,780,666,796,527,-1,-1,-1,-1,676,410,929,582,sports
359,079829518.jpg,766,587,700,488,779,458,851,517,798,675,850,715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,854,347,823,351,764,406,703,500,607,512,731,280,839,382,sports
360,070196688.jpg,-1,-1,404,429,413,330,480,327,468,439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,383,332,382,262,402,193,499,181,-1,-1,-1,-1,410,100,458,159,sports
361,070196688.jpg,382,459,395,362,477,381,509,404,594,471,690,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,515,285,514,281,486,356,444,351,462,178,517,250,sports
362,079579267.jpg,-1,-1,483,351,455,285,522,283,-1,-1,-1,-1,489,284,489,183,-1,-1,-1,-1,371,288,421,253,443,192,535,174,553,239,535,287,459,103,502,172,sports
363,079579267.jpg,368,318,469,325,565,308,622,318,708,404,792,375,594,313,606,205,-1,-1,-1,-1,-1,-1,-1,-1,576,206,636,203,639,287,613,360,553,118,616,192,sports
364,057828014.jpg,377,435,396,388,365,345,349,336,336,397,317,443,357,341,-1,-1,-1,-1,-1,-1,393,372,373,341,376,302,360,293,-1,-1,-1,-1,362,268,387,295,sports
365,057828014.jpg,604,432,639,384,618,344,589,339,578,381,535,422,604,342,630,288,-1,-1,-1,-1,653,284,665,315,640,298,619,278,-1,-1,-1,-1,622,253,656,283,sports
366,057828014.jpg,752,529,758,485,741,436,712,434,714,480,696,527,727,435,743,380,-1,-1,-1,-1,764,442,755,419,761,384,724,376,706,411,-1,-1,736,349,766,374,sports
367,057828014.jpg,672,346,699,295,717,251,742,253,738,307,763,344,730,252,738,202,-1,-1,-1,-1,682,194,706,207,724,197,752,207,750,229,725,213,725,170,751,195,sports
368,057828014.jpg,889,288,900,266,911,228,940,233,948,270,-1,-1,926,231,932,184,-1,-1,-1,-1,899,231,901,207,914,182,950,186,958,205,958,230,916,158,943,183,sports
369,057828014.jpg,1058,390,1044,351,1059,294,1048,301,1027,356,1046,400,1054,298,1038,251,-1,-1,-1,-1,1001,270,1023,272,1041,247,1034,255,1018,290,995,279,1014,214,1045,247,sports
370,057828014.jpg,923,423,962,381,917,359,899,350,881,398,843,436,908,355,955,303,-1,-1,-1,-1,921,342,932,305,948,303,961,302,978,320,998,303,944,270,977,300,sports
371,057828014.jpg,790,709,804,667,777,629,750,616,738,660,701,699,764,623,787,562,-1,-1,-1,-1,805,632,787,610,800,574,773,550,759,569,-1,-1,788,523,816,551,sports
372,057828014.jpg,396,371,405,348,392,295,410,293,419,342,410,385,401,294,394,236,-1,-1,-1,-1,401,206,415,235,388,238,400,234,414,214,402,195,386,205,412,235,sports
373,046559802.jpg,523,450,552,409,542,366,521,363,534,407,517,437,532,365,-1,-1,-1,-1,-1,-1,591,370,581,354,581,329,561,320,-1,-1,-1,-1,564,296,595,330,sports
374,046559802.jpg,861,544,865,470,890,397,832,399,813,464,797,539,861,398,860,305,-1,-1,-1,-1,-1,-1,922,353,895,307,825,303,-1,-1,784,379,831,251,877,295,sports
375,054264463.jpg,333,392,339,351,351,316,376,316,378,359,376,400,-1,-1,369,270,-1,-1,-1,-1,328,216,325,243,347,260,390,280,389,304,369,322,366,235,390,266,sports
376,054264463.jpg,891,476,902,440,911,416,950,416,954,440,966,482,931,416,921,371,-1,-1,-1,-1,902,419,897,396,900,372,941,370,956,394,952,425,897,339,927,369,sports
377,028654125.jpg,512,531,508,461,542,418,588,411,612,469,645,497,565,415,530,359,-1,-1,-1,-1,-1,-1,-1,-1,500,362,559,356,571,402,504,406,492,313,534,352,sports
378,028654125.jpg,562,451,-1,-1,574,393,597,393,-1,-1,-1,-1,-1,-1,588,334,-1,-1,-1,-1,-1,-1,-1,-1,567,332,609,335,618,357,611,387,577,296,608,329,sports
379,059083326.jpg,-1,-1,380,576,353,432,253,439,239,573,-1,-1,303,436,323,301,-1,-1,-1,-1,393,453,381,363,394,303,251,298,188,374,157,462,300,229,364,278,sports
411,015643704.jpg,-1,-1,-1,-1,307,363,317,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,316,327,278,366,254,327,271,299,-1,-1,321,300,242,256,306,312,water activities
412,025024290.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235,146,-1,-1,-1,-1,390,185,331,190,261,166,208,126,177,131,227,101,239,76,298,139,water activities
413,054922666.jpg,-1,-1,-1,-1,1019,325,1098,348,-1,-1,-1,-1,-1,-1,1095,223,-1,-1,-1,-1,991,179,969,229,1039,202,1150,244,1210,285,1261,265,1041,139,1131,251,water activities
414,071459592.jpg,-1,-1,-1,-1,-1,-1,648,240,-1,-1,-1,-1,-1,-1,626,213,-1,-1,-1,-1,673,248,628,248,607,217,644,208,660,216,683,213,614,176,647,209,water activities
415,066019738.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,555,155,514,136,543,176,610,186,670,211,727,235,571,109,635,174,water activities
416,073789692.jpg,-1,-1,-1,-1,838,345,867,349,-1,-1,-1,-1,-1,-1,847,296,-1,-1,-1,-1,795,338,804,331,827,298,866,293,844,300,816,290,822,247,862,290,water activities
417,055435405.jpg,-1,-1,-1,-1,604,441,635,443,-1,-1,-1,-1,620,442,611,397,-1,-1,-1,-1,559,432,581,415,598,399,624,395,661,404,630,399,586,366,617,399,water activities
418,061172075.jpg,475,261,575,335,705,352,673,312,519,357,426,390,689,332,-1,-1,-1,-1,-1,-1,1001,356,927,355,840,334,825,320,-1,-1,-1,-1,826,288,888,347,water activities
419,041960006.jpg,168,313,330,305,499,271,510,253,336,269,199,231,-1,-1,-1,-1,-1,-1,-1,-1,934,421,852,343,732,244,746,254,-1,-1,-1,-1,727,181,853,290,water activities
420,024773099.jpg,748,400,863,486,1027,434,1024,400,851,471,731,500,1026,417,-1,-1,-1,-1,-1,-1,1466,408,1369,394,1275,395,1259,369,-1,-1,-1,-1,1224,345,1337,431,water activities
421,024773099.jpg,519,750,591,753,710,730,716,781,-1,-1,-1,-1,713,756,845,709,-1,-1,-1,-1,-1,-1,-1,-1,815,690,874,727,941,739,992,741,820,669,890,722,water activities
422,001439349.jpg,-1,-1,-1,-1,350,560,397,585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,409,576,494,393,623,372,673,377,-1,-1,920,300,647,294,777,419,water activities
423,011607264.jpg,-1,-1,-1,-1,105,354,111,230,-1,-1,-1,-1,108,292,485,279,-1,-1,-1,-1,1008,452,801,432,566,374,404,183,218,6,-1,-1,490,140,705,330,water activities
424,004072880.jpg,-1,-1,-1,-1,851,907,1065,905,-1,-1,-1,-1,958,906,986,535,-1,-1,-1,-1,792,432,645,581,851,521,1121,548,1130,784,1028,933,884,276,1047,488,walking
425,004072880.jpg,-1,-1,-1,-1,1388,885,1606,891,-1,-1,-1,-1,1497,888,1522,554,-1,-1,-1,-1,1321,483,1185,605,1377,549,1666,559,1705,790,1635,920,1443,294,1584,480,walking
